ds,y
2020-08-06T19:30:00.000,196761
2020-08-06T19:40:00.000,191455
2020-08-06T19:50:00.000,183285
2020-08-06T20:00:00.000,154877
2020-08-06T20:10:00.000,133979
2020-08-06T20:20:00.000,137112
2020-08-06T20:30:00.000,119190
2020-08-06T20:40:00.000,110844
2020-08-06T20:50:00.000,125896
2020-08-06T21:00:00.000,102639
2020-08-06T21:10:00.000,104087
2020-08-06T21:20:00.000,110374
2020-08-06T21:30:00.000,102351
2020-08-06T21:40:00.000,101966
2020-08-06T21:50:00.000,88778
2020-08-06T22:00:00.000,97204
2020-08-06T22:10:00.000,89679
2020-08-06T22:20:00.000,77872
2020-08-06T22:30:00.000,71682
2020-08-06T22:40:00.000,72978
2020-08-06T22:50:00.000,73688
2020-08-06T23:00:00.000,66153
2020-08-06T23:10:00.000,66245
2020-08-06T23:20:00.000,68735
2020-08-06T23:30:00.000,67058
2020-08-06T23:40:00.000,64158
2020-08-06T23:50:00.000,65803
2020-08-07T00:00:00.000,60617
2020-08-07T00:10:00.000,56364
2020-08-07T00:20:00.000,58180
2020-08-07T00:30:00.000,54674
2020-08-07T00:40:00.000,58088
2020-08-07T00:50:00.000,56514
2020-08-07T01:00:00.000,56612
2020-08-07T01:10:00.000,48436
2020-08-07T01:20:00.000,52294
2020-08-07T01:30:00.000,49342
2020-08-07T01:40:00.000,52779
2020-08-07T01:50:00.000,47049
2020-08-07T02:00:00.000,47465
2020-08-07T02:10:00.000,44602
2020-08-07T02:20:00.000,44273
2020-08-07T02:30:00.000,45686
2020-08-07T02:40:00.000,42803
2020-08-07T02:50:00.000,40305
2020-08-07T03:00:00.000,39558
2020-08-07T03:10:00.000,41242
2020-08-07T03:20:00.000,41195
2020-08-07T03:30:00.000,40155
2020-08-07T03:40:00.000,42715
2020-08-07T03:50:00.000,41940
2020-08-07T04:00:00.000,43907
2020-08-07T04:10:00.000,42139
2020-08-07T04:20:00.000,39053
2020-08-07T04:30:00.000,40177
2020-08-07T04:40:00.000,40569
2020-08-07T04:50:00.000,42897
2020-08-07T05:00:00.000,42428
2020-08-07T05:10:00.000,42085
2020-08-07T05:20:00.000,44647
2020-08-07T05:30:00.000,46585
2020-08-07T05:40:00.000,48213
2020-08-07T05:50:00.000,53816
2020-08-07T06:00:00.000,57555
2020-08-07T06:10:00.000,53615
2020-08-07T06:20:00.000,62035
2020-08-07T06:30:00.000,67488
2020-08-07T06:40:00.000,81688
2020-08-07T06:50:00.000,97158
2020-08-07T07:00:00.000,109494
2020-08-07T07:10:00.000,138389
2020-08-07T07:20:00.000,172421
2020-08-07T07:30:00.000,239729
2020-08-07T07:40:00.000,342305
2020-08-07T07:50:00.000,464288
2020-08-07T08:00:00.000,593246
2020-08-07T08:10:00.000,667952
2020-08-07T08:20:00.000,875692
2020-08-07T08:30:00.000,1019944
2020-08-07T08:40:00.000,1162371
2020-08-07T08:50:00.000,1350071
2020-08-07T09:00:00.000,1395983
2020-08-07T09:10:00.000,1251934
2020-08-07T09:20:00.000,1204549
2020-08-07T09:30:00.000,1172068
2020-08-07T09:40:00.000,1164792
2020-08-07T09:50:00.000,1136219
2020-08-07T10:00:00.000,1130252
2020-08-07T10:10:00.000,1105318
2020-08-07T10:20:00.000,1039800
2020-08-07T10:30:00.000,1037827
2020-08-07T10:40:00.000,1098353
2020-08-07T10:50:00.000,1057848
2020-08-07T11:00:00.000,1002267
2020-08-07T11:10:00.000,1027549
2020-08-07T11:20:00.000,1039053
2020-08-07T11:30:00.000,976840
2020-08-07T11:40:00.000,875127
2020-08-07T11:50:00.000,788176
2020-08-07T12:00:00.000,588628
2020-08-07T12:10:00.000,501923
2020-08-07T12:20:00.000,511786
2020-08-07T12:30:00.000,448667
2020-08-07T12:40:00.000,488769
2020-08-07T12:50:00.000,553534
2020-08-07T13:00:00.000,815363
2020-08-07T13:10:00.000,878136
2020-08-07T13:20:00.000,899806
2020-08-07T13:30:00.000,981997
2020-08-07T13:40:00.000,957180
2020-08-07T13:50:00.000,970856
2020-08-07T14:00:00.000,956866
2020-08-07T14:10:00.000,954808
2020-08-07T14:20:00.000,938049
2020-08-07T14:30:00.000,921902
2020-08-07T14:40:00.000,896404
2020-08-07T14:50:00.000,945299
2020-08-07T15:00:00.000,941660
2020-08-07T15:10:00.000,924430
2020-08-07T15:20:00.000,941317
2020-08-07T15:30:00.000,940163
2020-08-07T15:40:00.000,952627
2020-08-07T15:50:00.000,967055
2020-08-07T16:00:00.000,970606
2020-08-07T16:10:00.000,992257
2020-08-07T16:20:00.000,1013053
2020-08-07T16:30:00.000,997137
2020-08-07T16:40:00.000,1022945
2020-08-07T16:50:00.000,1069693
2020-08-07T17:00:00.000,1022778
2020-08-07T17:10:00.000,993617
2020-08-07T17:20:00.000,1023479
2020-08-07T17:30:00.000,996063
2020-08-07T17:40:00.000,866708
2020-08-07T17:50:00.000,922288
2020-08-07T18:00:00.000,734671
2020-08-07T18:10:00.000,520529
2020-08-07T18:20:00.000,418098
2020-08-07T18:30:00.000,323800
2020-08-07T18:40:00.000,273479
2020-08-07T18:50:00.000,243649
2020-08-07T19:00:00.000,222255
2020-08-07T19:10:00.000,180687
2020-08-07T19:20:00.000,156432
2020-08-07T19:30:00.000,162610
2020-08-07T19:40:00.000,149650
2020-08-07T19:50:00.000,138540
2020-08-07T20:00:00.000,127686
2020-08-07T20:10:00.000,106752
2020-08-07T20:20:00.000,103630
2020-08-07T20:30:00.000,107700
2020-08-07T20:40:00.000,95921
2020-08-07T20:50:00.000,96023
2020-08-07T21:00:00.000,92304
2020-08-07T21:10:00.000,88425
2020-08-07T21:20:00.000,77928
2020-08-07T21:30:00.000,81497
2020-08-07T21:40:00.000,71816
2020-08-07T21:50:00.000,84991
2020-08-07T22:00:00.000,96920
2020-08-07T22:10:00.000,66325
2020-08-07T22:20:00.000,65856
2020-08-07T22:30:00.000,61200
2020-08-07T22:40:00.000,54572
2020-08-07T22:50:00.000,54264
2020-08-07T23:00:00.000,58838
2020-08-07T23:10:00.000,53807
2020-08-07T23:20:00.000,51903
2020-08-07T23:30:00.000,53077
2020-08-07T23:40:00.000,51671
2020-08-07T23:50:00.000,49099
2020-08-08T00:00:00.000,47986
2020-08-08T00:10:00.000,48921
2020-08-08T00:20:00.000,43926
2020-08-08T00:30:00.000,49001
2020-08-08T00:40:00.000,46174
2020-08-08T00:50:00.000,44879
2020-08-08T01:00:00.000,41456
2020-08-08T01:10:00.000,43573
2020-08-08T01:20:00.000,42042
2020-08-08T01:30:00.000,43038
2020-08-08T01:40:00.000,41241
2020-08-08T01:50:00.000,39940
2020-08-08T02:00:00.000,39852
2020-08-08T02:10:00.000,41699
2020-08-08T02:20:00.000,35947
2020-08-08T02:30:00.000,38937
2020-08-08T02:40:00.000,37940
2020-08-08T02:50:00.000,35719
2020-08-08T03:00:00.000,36214
2020-08-08T03:10:00.000,36053
2020-08-08T03:20:00.000,37390
2020-08-08T03:30:00.000,37363
2020-08-08T03:40:00.000,36322
2020-08-08T03:50:00.000,36398
2020-08-08T04:00:00.000,33477
2020-08-08T04:10:00.000,38598
2020-08-08T04:20:00.000,36560
2020-08-08T04:30:00.000,35107
2020-08-08T04:40:00.000,34066
2020-08-08T04:50:00.000,34442
2020-08-08T05:00:00.000,37783
2020-08-08T05:10:00.000,39064
2020-08-08T05:20:00.000,36066
2020-08-08T05:30:00.000,38283
2020-08-08T05:40:00.000,41144
2020-08-08T05:50:00.000,43193
2020-08-08T06:00:00.000,41635
2020-08-08T06:10:00.000,47292
2020-08-08T06:20:00.000,42991
2020-08-08T06:30:00.000,49067
2020-08-08T06:40:00.000,50834
2020-08-08T06:50:00.000,47043
2020-08-08T07:00:00.000,54532
2020-08-08T07:10:00.000,49272
2020-08-08T07:20:00.000,54126
2020-08-08T07:30:00.000,62847
2020-08-08T07:40:00.000,67807
2020-08-08T07:50:00.000,83283
2020-08-08T08:00:00.000,95900
2020-08-08T08:10:00.000,86930
2020-08-08T08:20:00.000,104808
2020-08-08T08:30:00.000,115747
2020-08-08T08:40:00.000,125071
2020-08-08T08:50:00.000,128086
2020-08-08T09:00:00.000,139041
2020-08-08T09:10:00.000,136317
2020-08-08T09:20:00.000,129839
2020-08-08T09:30:00.000,133176
2020-08-08T09:40:00.000,129306
2020-08-08T09:50:00.000,139660
2020-08-08T10:00:00.000,136307
2020-08-08T10:10:00.000,135469
2020-08-08T10:20:00.000,144802
2020-08-08T10:30:00.000,136683
2020-08-08T10:40:00.000,133464
2020-08-08T10:50:00.000,139717
2020-08-08T11:00:00.000,133663
2020-08-08T11:10:00.000,139804
2020-08-08T11:20:00.000,132850
2020-08-08T11:30:00.000,121600
2020-08-08T11:40:00.000,118691
2020-08-08T11:50:00.000,107366
2020-08-08T12:00:00.000,108893
2020-08-08T12:10:00.000,109297
2020-08-08T12:20:00.000,99661
2020-08-08T12:30:00.000,99132
2020-08-08T12:40:00.000,100525
2020-08-08T12:50:00.000,108069
2020-08-08T13:00:00.000,118916
2020-08-08T13:10:00.000,107962
2020-08-08T13:20:00.000,109472
2020-08-08T13:30:00.000,112642
2020-08-08T13:40:00.000,113664
2020-08-08T13:50:00.000,114621
2020-08-08T14:00:00.000,113850
2020-08-08T14:10:00.000,118966
2020-08-08T14:20:00.000,104351
2020-08-08T14:30:00.000,114668
2020-08-08T14:40:00.000,117989
2020-08-08T14:50:00.000,119465
2020-08-08T15:00:00.000,111158
2020-08-08T15:10:00.000,128558
2020-08-08T15:20:00.000,103221
2020-08-08T15:30:00.000,113137
2020-08-08T15:40:00.000,102827
2020-08-08T15:50:00.000,112669
2020-08-08T16:00:00.000,104427
2020-08-08T16:10:00.000,92421
2020-08-08T16:20:00.000,103488
2020-08-08T16:30:00.000,95784
2020-08-08T16:40:00.000,99058
2020-08-08T16:50:00.000,98002
2020-08-08T17:00:00.000,100767
2020-08-08T17:10:00.000,88700
2020-08-08T17:20:00.000,88149
2020-08-08T17:30:00.000,93871
2020-08-08T17:40:00.000,87644
2020-08-08T17:50:00.000,88151
2020-08-08T18:00:00.000,69734
2020-08-08T18:10:00.000,69949
2020-08-08T18:20:00.000,67422
2020-08-08T18:30:00.000,60533
2020-08-08T18:40:00.000,58934
2020-08-08T18:50:00.000,58792
2020-08-08T19:00:00.000,55420
2020-08-08T19:10:00.000,53970
2020-08-08T19:20:00.000,50219
2020-08-08T19:30:00.000,53361
2020-08-08T19:40:00.000,53532
2020-08-08T19:50:00.000,56970
2020-08-08T20:00:00.000,52503
2020-08-08T20:10:00.000,50213
2020-08-08T20:20:00.000,52771
2020-08-08T20:30:00.000,46120
2020-08-08T20:40:00.000,48540
2020-08-08T20:50:00.000,47568
2020-08-08T21:00:00.000,53847
2020-08-08T21:10:00.000,53613
2020-08-08T21:20:00.000,54840
2020-08-08T21:30:00.000,53335
2020-08-08T21:40:00.000,53315
2020-08-08T21:50:00.000,45584
2020-08-08T22:00:00.000,45223
2020-08-08T22:10:00.000,44984
2020-08-08T22:20:00.000,42662
2020-08-08T22:30:00.000,40750
2020-08-08T22:40:00.000,42280
2020-08-08T22:50:00.000,40609
2020-08-08T23:00:00.000,42599
2020-08-08T23:10:00.000,39329
2020-08-08T23:20:00.000,42956
2020-08-08T23:30:00.000,36401
2020-08-08T23:40:00.000,38683
2020-08-08T23:50:00.000,38067
2020-08-09T00:00:00.000,37165
2020-08-09T00:10:00.000,36576
2020-08-09T00:20:00.000,33450
2020-08-09T00:30:00.000,33409
2020-08-09T00:40:00.000,36403
2020-08-09T00:50:00.000,35791
2020-08-09T01:00:00.000,34683
2020-08-09T01:10:00.000,33054
2020-08-09T01:20:00.000,36205
2020-08-09T01:30:00.000,36246
2020-08-09T01:40:00.000,35462
2020-08-09T01:50:00.000,31554
2020-08-09T02:00:00.000,32270
2020-08-09T02:10:00.000,30766
2020-08-09T02:20:00.000,33885
2020-08-09T02:30:00.000,30275
2020-08-09T02:40:00.000,30186
2020-08-09T02:50:00.000,32563
2020-08-09T03:00:00.000,31929
2020-08-09T03:10:00.000,32048
2020-08-09T03:20:00.000,29276
2020-08-09T03:30:00.000,28979
2020-08-09T03:40:00.000,30070
2020-08-09T03:50:00.000,29572
2020-08-09T04:00:00.000,28772
2020-08-09T04:10:00.000,29618
2020-08-09T04:20:00.000,28159
2020-08-09T04:30:00.000,28830
2020-08-09T04:40:00.000,30959
2020-08-09T04:50:00.000,32518
2020-08-09T05:00:00.000,30527
2020-08-09T05:10:00.000,31865
2020-08-09T05:20:00.000,31733
2020-08-09T05:30:00.000,32467
2020-08-09T05:40:00.000,31971
2020-08-09T05:50:00.000,32677
2020-08-09T06:00:00.000,35681
2020-08-09T06:10:00.000,30537
2020-08-09T06:20:00.000,32710
2020-08-09T06:30:00.000,37696
2020-08-09T06:40:00.000,37186
2020-08-09T06:50:00.000,35074
2020-08-09T07:00:00.000,37685
2020-08-09T07:10:00.000,34270
2020-08-09T07:20:00.000,36911
2020-08-09T07:30:00.000,42374
2020-08-09T07:40:00.000,42223
2020-08-09T07:50:00.000,50242
2020-08-09T08:00:00.000,58217
2020-08-09T08:10:00.000,46041
2020-08-09T08:20:00.000,63269
2020-08-09T08:30:00.000,68675
2020-08-09T08:40:00.000,67388
2020-08-09T08:50:00.000,68358
2020-08-09T09:00:00.000,75224
2020-08-09T09:10:00.000,54866
2020-08-09T09:20:00.000,64716
2020-08-09T09:30:00.000,62795
2020-08-09T09:40:00.000,71893
2020-08-09T09:50:00.000,69416
2020-08-09T10:00:00.000,66495
2020-08-09T10:10:00.000,76770
2020-08-09T10:20:00.000,73988
2020-08-09T10:30:00.000,67992
2020-08-09T10:40:00.000,74394
2020-08-09T10:50:00.000,70053
2020-08-09T11:00:00.000,72235
2020-08-09T11:10:00.000,68656
2020-08-09T11:20:00.000,73692
2020-08-09T11:30:00.000,75936
2020-08-09T11:40:00.000,77460
2020-08-09T11:50:00.000,73087
2020-08-09T12:00:00.000,70175
2020-08-09T12:10:00.000,73711
2020-08-09T12:20:00.000,66616
2020-08-09T12:30:00.000,66909
2020-08-09T12:40:00.000,66160
2020-08-09T12:50:00.000,66268
2020-08-09T13:00:00.000,67406
2020-08-09T13:10:00.000,71268
2020-08-09T13:20:00.000,74421
2020-08-09T13:30:00.000,83013
2020-08-09T13:40:00.000,78084
2020-08-09T13:50:00.000,77608
2020-08-09T14:00:00.000,74305
2020-08-09T14:10:00.000,72090
2020-08-09T14:20:00.000,69578
2020-08-09T14:30:00.000,72738
2020-08-09T14:40:00.000,68692
2020-08-09T14:50:00.000,76092
2020-08-09T15:00:00.000,71098
2020-08-09T15:10:00.000,78646
2020-08-09T15:20:00.000,72805
2020-08-09T15:30:00.000,77013
2020-08-09T15:40:00.000,68464
2020-08-09T15:50:00.000,71388
2020-08-09T16:00:00.000,75185
2020-08-09T16:10:00.000,68619
2020-08-09T16:20:00.000,77414
2020-08-09T16:30:00.000,73195
2020-08-09T16:40:00.000,73273
2020-08-09T16:50:00.000,74727
2020-08-09T17:00:00.000,72708
2020-08-09T17:10:00.000,70282
2020-08-09T17:20:00.000,70053
2020-08-09T17:30:00.000,64886
2020-08-09T17:40:00.000,73720
2020-08-09T17:50:00.000,73436
2020-08-09T18:00:00.000,73126
2020-08-09T18:10:00.000,61701
2020-08-09T18:20:00.000,59172
2020-08-09T18:30:00.000,62480
2020-08-09T18:40:00.000,61233
2020-08-09T18:50:00.000,55201
2020-08-09T19:00:00.000,62228
2020-08-09T19:10:00.000,58742
2020-08-09T19:20:00.000,56591
2020-08-09T19:30:00.000,51220
2020-08-09T19:40:00.000,60224
2020-08-09T19:50:00.000,63991
2020-08-09T20:00:00.000,58449
2020-08-09T20:10:00.000,63595
2020-08-09T20:20:00.000,56794
2020-08-09T20:30:00.000,66381
2020-08-09T20:40:00.000,62007
2020-08-09T20:50:00.000,63095
2020-08-09T21:00:00.000,64052
2020-08-09T21:10:00.000,58379
2020-08-09T21:20:00.000,58729
2020-08-09T21:30:00.000,58589
2020-08-09T21:40:00.000,54367
2020-08-09T21:50:00.000,53662
2020-08-09T22:00:00.000,55255
2020-08-09T22:10:00.000,50853
2020-08-09T22:20:00.000,48990
2020-08-09T22:30:00.000,51175
2020-08-09T22:40:00.000,46941
2020-08-09T22:50:00.000,52744
2020-08-09T23:00:00.000,58465
2020-08-09T23:10:00.000,48132
2020-08-09T23:20:00.000,42198
2020-08-09T23:30:00.000,46257
2020-08-09T23:40:00.000,47539
2020-08-09T23:50:00.000,47986
2020-08-10T00:00:00.000,44630
2020-08-10T00:10:00.000,46207
2020-08-10T00:20:00.000,44607
2020-08-10T00:30:00.000,42262
2020-08-10T00:40:00.000,38347
2020-08-10T00:50:00.000,34703
2020-08-10T01:00:00.000,33798
2020-08-10T01:10:00.000,33510
2020-08-10T01:20:00.000,36047
2020-08-10T01:30:00.000,33278
2020-08-10T01:40:00.000,33525
2020-08-10T01:50:00.000,32751
2020-08-10T02:00:00.000,34602
2020-08-10T02:10:00.000,30866
2020-08-10T02:20:00.000,32124
2020-08-10T02:30:00.000,31179
2020-08-10T02:40:00.000,28429
2020-08-10T02:50:00.000,30745
2020-08-10T03:00:00.000,28985
2020-08-10T03:10:00.000,28471
2020-08-10T03:20:00.000,29262
2020-08-10T03:30:00.000,30862
2020-08-10T03:40:00.000,32351
2020-08-10T03:50:00.000,29821
2020-08-10T04:00:00.000,28857
2020-08-10T04:10:00.000,30258
2020-08-10T04:20:00.000,34658
2020-08-10T04:30:00.000,28609
2020-08-10T04:40:00.000,30540
2020-08-10T04:50:00.000,30121
2020-08-10T05:00:00.000,32167
2020-08-10T05:10:00.000,31151
2020-08-10T05:20:00.000,32078
2020-08-10T05:30:00.000,32776
2020-08-10T05:40:00.000,38489
2020-08-10T05:50:00.000,44396
2020-08-10T06:00:00.000,50255
2020-08-10T06:10:00.000,50987
2020-08-10T06:20:00.000,63838
2020-08-10T06:30:00.000,74990
2020-08-10T06:40:00.000,97925
2020-08-10T06:50:00.000,131816
2020-08-10T07:00:00.000,175447
2020-08-10T07:10:00.000,207360
2020-08-10T07:20:00.000,305259
2020-08-10T07:30:00.000,404400
2020-08-10T07:40:00.000,558461
2020-08-10T07:50:00.000,796643
2020-08-10T08:00:00.000,960233
2020-08-10T08:10:00.000,1046318
2020-08-10T08:20:00.000,1290065
2020-08-10T08:30:00.000,1459461
2020-08-10T08:40:00.000,1598695
2020-08-10T08:50:00.000,1811274
2020-08-10T09:00:00.000,1817430
2020-08-10T09:10:00.000,1722085
2020-08-10T09:20:00.000,1658544
2020-08-10T09:30:00.000,1610349
2020-08-10T09:40:00.000,1622645
2020-08-10T09:50:00.000,1624848
2020-08-10T10:00:00.000,1492369
2020-08-10T10:10:00.000,1478102
2020-08-10T10:20:00.000,1484691
2020-08-10T10:30:00.000,1440734
2020-08-10T10:40:00.000,1429581
2020-08-10T10:50:00.000,1411698
2020-08-10T11:00:00.000,1374374
2020-08-10T11:10:00.000,1395398
2020-08-10T11:20:00.000,1425323
2020-08-10T11:30:00.000,1347224
2020-08-10T11:40:00.000,1324893
2020-08-10T11:50:00.000,1210082
2020-08-10T12:00:00.000,866885
2020-08-10T12:10:00.000,767021
2020-08-10T12:20:00.000,700273
2020-08-10T12:30:00.000,635821
2020-08-10T12:40:00.000,630795
2020-08-10T12:50:00.000,756370
2020-08-10T13:00:00.000,1091317
2020-08-10T13:10:00.000,1158871
2020-08-10T13:20:00.000,1206458
2020-08-10T13:30:00.000,1285611
2020-08-10T13:40:00.000,1239440
2020-08-10T13:50:00.000,1231139
2020-08-10T14:00:00.000,1201833
2020-08-10T14:10:00.000,1199182
2020-08-10T14:20:00.000,1193270
2020-08-10T14:30:00.000,1193459
2020-08-10T14:40:00.000,1231151
2020-08-10T14:50:00.000,1246098
2020-08-10T15:00:00.000,1209143
2020-08-10T15:10:00.000,1196013
2020-08-10T15:20:00.000,1214637
2020-08-10T15:30:00.000,1232566
2020-08-10T15:40:00.000,1230334
2020-08-10T15:50:00.000,1240042
2020-08-10T16:00:00.000,1246738
2020-08-10T16:10:00.000,1255564
2020-08-10T16:20:00.000,1283417
2020-08-10T16:30:00.000,1285939
2020-08-10T16:40:00.000,1317893
2020-08-10T16:50:00.000,1340517
2020-08-10T17:00:00.000,1300618
2020-08-10T17:10:00.000,1259422
2020-08-10T17:20:00.000,1291150
2020-08-10T17:30:00.000,1244758
2020-08-10T17:40:00.000,1175281
2020-08-10T17:50:00.000,1211440
2020-08-10T18:00:00.000,1029725
2020-08-10T18:10:00.000,711582
2020-08-10T18:20:00.000,587538
2020-08-10T18:30:00.000,506855
2020-08-10T18:40:00.000,431495
2020-08-10T18:50:00.000,385066
2020-08-10T19:00:00.000,335474
2020-08-10T19:10:00.000,289235
2020-08-10T19:20:00.000,266627
2020-08-10T19:30:00.000,237556
2020-08-10T19:40:00.000,221319
2020-08-10T19:50:00.000,219777
2020-08-10T20:00:00.000,194849
2020-08-10T20:10:00.000,157098
2020-08-10T20:20:00.000,157590
2020-08-10T20:30:00.000,137460
2020-08-10T20:40:00.000,140046
2020-08-10T20:50:00.000,133257
2020-08-10T21:00:00.000,116430
2020-08-10T21:10:00.000,113979
2020-08-10T21:20:00.000,105751
2020-08-10T21:30:00.000,92473
2020-08-10T21:40:00.000,101366
2020-08-10T21:50:00.000,102337
2020-08-10T22:00:00.000,100609
2020-08-10T22:10:00.000,78353
2020-08-10T22:20:00.000,84238
2020-08-10T22:30:00.000,83123
2020-08-10T22:40:00.000,78810
2020-08-10T22:50:00.000,77164
2020-08-10T23:00:00.000,77986
2020-08-10T23:10:00.000,66618
2020-08-10T23:20:00.000,66181
2020-08-10T23:30:00.000,65952
2020-08-10T23:40:00.000,58077
2020-08-10T23:50:00.000,62871
2020-08-11T00:00:00.000,60138
2020-08-11T00:10:00.000,56700
2020-08-11T00:20:00.000,59036
2020-08-11T00:30:00.000,57268
2020-08-11T00:40:00.000,57231
2020-08-11T00:50:00.000,50824
2020-08-11T01:00:00.000,52758
2020-08-11T01:10:00.000,50426
2020-08-11T01:20:00.000,50275
2020-08-11T01:30:00.000,50769
2020-08-11T01:40:00.000,49853
2020-08-11T01:50:00.000,50311
2020-08-11T02:00:00.000,49548
2020-08-11T02:10:00.000,49897
2020-08-11T02:20:00.000,44346
2020-08-11T02:30:00.000,45700
2020-08-11T02:40:00.000,43384
2020-08-11T02:50:00.000,41123
2020-08-11T03:00:00.000,45058
2020-08-11T03:10:00.000,44786
2020-08-11T03:20:00.000,44632
2020-08-11T03:30:00.000,46372
2020-08-11T03:40:00.000,42943
2020-08-11T03:50:00.000,44636
2020-08-11T04:00:00.000,41647
2020-08-11T04:10:00.000,43120
2020-08-11T04:20:00.000,43261
2020-08-11T04:30:00.000,43842
2020-08-11T04:40:00.000,45871
2020-08-11T04:50:00.000,44773
2020-08-11T05:00:00.000,44253
2020-08-11T05:10:00.000,47229
2020-08-11T05:20:00.000,44414
2020-08-11T05:30:00.000,46984
2020-08-11T05:40:00.000,54021
2020-08-11T05:50:00.000,58512
2020-08-11T06:00:00.000,54704
2020-08-11T06:10:00.000,60982
2020-08-11T06:20:00.000,70419
2020-08-11T06:30:00.000,81157
2020-08-11T06:40:00.000,96852
2020-08-11T06:50:00.000,116243
2020-08-11T07:00:00.000,130529
2020-08-11T07:10:00.000,163127
2020-08-11T07:20:00.000,226843
2020-08-11T07:30:00.000,292783
2020-08-11T07:40:00.000,413020
2020-08-11T07:50:00.000,593488
2020-08-11T08:00:00.000,737270
2020-08-11T08:10:00.000,802441
2020-08-11T08:20:00.000,989007
2020-08-11T08:30:00.000,1200790
2020-08-11T08:40:00.000,1263734
2020-08-11T08:50:00.000,1485624
2020-08-11T09:00:00.000,1583275
2020-08-11T09:10:00.000,1427925
2020-08-11T09:20:00.000,1423992
2020-08-11T09:30:00.000,1379755
2020-08-11T09:40:00.000,1345401
2020-08-11T09:50:00.000,1366717
2020-08-11T10:00:00.000,1292539
2020-08-11T10:10:00.000,1305856
2020-08-11T10:20:00.000,1280600
2020-08-11T10:30:00.000,1200881
2020-08-11T10:40:00.000,1251590
2020-08-11T10:50:00.000,1223366
2020-08-11T11:00:00.000,1202024
2020-08-11T11:10:00.000,1210959
2020-08-11T11:20:00.000,1186560
2020-08-11T11:30:00.000,1121428
2020-08-11T11:40:00.000,1066494
2020-08-11T11:50:00.000,918638
2020-08-11T12:00:00.000,1931
